nom,tier,score,statut,date_contact,canal,date_relance,notes,produit,montant_vendu,date_vente,paye,montant_encaisse,commission,statut_livraison,type,libelle,commune,cp,departement,telephone,email,email_status,dirigeant,qualite,raisons,lien_pappers,lien_annuaire,lien_maps,lien_google,lien_linkedin_rech,lien_pagesjaunes,lien_societe,lien_trustpilot,linkedin,domain,effectif,categorie,nb_etablissements_ouverts,nb_etablissements,ca,resultat_net,annee_finances,anciennete,date_creation,nature_juridique,labels,idcc,tva_intra,etat,siren,siret,naf,adresse,latitude,longitude,email_source,email_perso,autres_emails,autres_dirigeants,a_site,web_fait,date_enrichi,source,ville
IGS PROTECTION,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824423578,82442357800023,80.10Z,,,,,,,,,,,sirene,
IGSE,,,a contacter,,,,,,,,,,,,securite,,SAINT-DENIS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834091266,83409126600041,80.10Z,,,,,,,,,,,sirene,
IKAM SEKURITY,,,a contacter,,,,,,,,,,,,securite,,TOULOUSE,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891272387,89127238700020,80.10Z,,,,,,,,,,,sirene,
IKM PROTECTION,,,a contacter,,,,,,,,,,,,securite,,BOURG-LA-REINE,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908676356,90867635600029,80.10Z,,,,,,,,,,,sirene,
ILADIS,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881962922,88196292200020,80.10Z,,,,,,,,,,,sirene,
ILD SECURITY,,,a contacter,,,,,,,,,,,,securite,,BAVAY,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819759184,81975918400024,80.10Z,,,,,,,,,,,sirene,
ILD SECURITY EVENTS,,,a contacter,,,,,,,,,,,,securite,,BAVAY,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894338987,89433898700023,80.10Z,,,,,,,,,,,sirene,
ILY PROTECT,,,a contacter,,,,,,,,,,,,securite,,ISSY-LES-MOULINEAUX,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949331631,94933163100026,80.10Z,,,,,,,,,,,sirene,
IMA PROTECT,,,a contacter,,,,,,,,,,,,securite,,NANTES,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422715458,42271545800044,80.20Z,,,,,,,,,,,sirene,
IMAINTEL,,,a contacter,,,,,,,,,,,,securite,,HERBLAY-SUR-SEINE,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332665876,33266587600089,80.20Z,,,,,,,,,,,sirene,
IMMOVEILLE,,,a contacter,,,,,,,,,,,,securite,,IVRY-SUR-SEINE,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383772431,38377243100060,80.10Z,,,,,,,,,,,sirene,
IMMSUR SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,BRIE-COMTE-ROBERT,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831472733,83147273300029,80.10Z,,,,,,,,,,,sirene,
IMPACT EVENEMENTS SECURITE,,,a contacter,,,,,,,,,,,,securite,,VALLAURIS,,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452505381,45250538100015,80.10Z,,,,,,,,,,,sirene,
IMPACT SECURITE,,,a contacter,,,,,,,,,,,,securite,,NICE,,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481909828,48190982800040,80.10Z,,,,,,,,,,,sirene,
IMPACT SECURITE,,,a contacter,,,,,,,,,,,,securite,,SAINT-MICHEL,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797398377,79739837700011,80.10Z,,,,,,,,,,,sirene,
IMPERATIF PROTECTION,,,a contacter,,,,,,,,,,,,securite,,LA MURE,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848736542,84873654200012,80.10Z,,,,,,,,,,,sirene,
IMPERIAL SECURITE SARL,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450213608,45021360800059,80.10Z,,,,,,,,,,,sirene,
IMPERIAL SUD SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509723466,50972346600058,80.10Z,,,,,,,,,,,sirene,
INCENDIE PROTECTION SECURITE,,,a contacter,,,,,,,,,,,,securite,,MONTATAIRE,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453894552,45389455200026,80.10Z,,,,,,,,,,,sirene,
INCENDIE SURVEILLANCE PROTECTION EURO,,,a contacter,,,,,,,,,,,,securite,,MONTFERMEIL,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489747212,48974721200012,80.10Z,,,,,,,,,,,sirene,
INDIAN OCEAN SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,L'ETANG-SALE,,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830653176,83065317600073,80.10Z,,,,,,,,,,,sirene,
INEO TELESECURITE SERVICES,,,a contacter,,,,,,,,,,,,securite,,TOURS,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480108000,48010800000054,80.20Z,,,,,,,,,,,sirene,
INFINITY SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,LES LILAS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917955346,91795534600015,80.20Z,,,,,,,,,,,sirene,
INNOVATION ET TECHNIQUES INDUSTRIELLES,,,a contacter,,,,,,,,,,,,securite,,VILLEURBANNE,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305110090,30511009000142,80.20Z,,,,,,,,,,,sirene,
INSIGHT SECURE,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790051999,79005199900023,80.20Z,,,,,,,,,,,sirene,
INTEGRAL SECURITY PROVINCE,,,a contacter,,,,,,,,,,,,securite,,SAINT-DENIS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421905514,42190551400038,80.10Z,,,,,,,,,,,sirene,
INTEGRALE SECURITE,,,a contacter,,,,,,,,,,,,securite,,AYTRE,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847697737,84769773700025,80.10Z,,,,,,,,,,,sirene,
INTEGRALE SURETE,,,a contacter,,,,,,,,,,,,securite,,MARSEILLE,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952976140,95297614000014,80.10Z,,,,,,,,,,,sirene,
INTELLE SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,CHATILLON,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422858266,42285826600048,80.10Z,,,,,,,,,,,sirene,
INTER ANTILLES,,,a contacter,,,,,,,,,,,,securite,,FORT-DE-FRANCE,,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827552654,82755265400028,80.10Z,,,,,,,,,,,sirene,
INTERNATIONAL GROUP PRIVATE SECURITY,,,a contacter,,,,,,,,,,,,securite,,MOUGINS,,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800953549,80095354900014,80.10Z,,,,,,,,,,,sirene,
INTERNATIONAL SECURITE MANAGEMENT,,,a contacter,,,,,,,,,,,,securite,,FONTENAY-SOUS-BOIS,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397880477,39788047700013,80.10Z,,,,,,,,,,,sirene,
INTERNATIONAL SECURITY NETWORK DIVISION PROTECTION,,,a contacter,,,,,,,,,,,,securite,,LEVALLOIS-PERRET,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751992082,75199208200014,80.10Z,,,,,,,,,,,sirene,
INTERNATIONAL SECURITY NETWORK DIVISION SECURITE,,,a contacter,,,,,,,,,,,,securite,,LEVALLOIS-PERRET,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751991829,75199182900019,80.10Z,,,,,,,,,,,sirene,
INTERNATIONAL SERVICE MEDICAL ASSISTANCE,,,a contacter,,,,,,,,,,,,securite,,POISSY,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392943973,39294397300058,80.10Z,,,,,,,,,,,sirene,
INTERR SECURITE,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907535496,90753549600018,80.20Z,,,,,,,,,,,sirene,
INTERSECURITE,,,a contacter,,,,,,,,,,,,securite,,NICE,,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504038837,50403883700028,80.10Z,,,,,,,,,,,sirene,
INTERVENTION GARDIENNAGE SURVEILLANCE,,,a contacter,,,,,,,,,,,,securite,,LONGVIC,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888114394,88811439400024,80.10Z,,,,,,,,,,,sirene,
INTERVENTION MEDIATION SECURITE,,,a contacter,,,,,,,,,,,,securite,,SAINT-HERBLAIN,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921530119,92153011900020,80.10Z,,,,,,,,,,,sirene,
INTERVENTION MEDITERRANEE SECURITE,,,a contacter,,,,,,,,,,,,securite,,NICE,,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843959818,84395981800017,80.10Z,,,,,,,,,,,sirene,
INTERVENTION PROTECTION SURVEILLANCE,,,a contacter,,,,,,,,,,,,securite,,EVRY-COURCOURONNES,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821498086,82149808600023,80.10Z,,,,,,,,,,,sirene,
INTERVENTION SECURITE INDUSTRIE PLUS,,,a contacter,,,,,,,,,,,,securite,,GARDANNE,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492261003,49226100300023,80.10Z,,,,,,,,,,,sirene,
INTRO SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,NANTES,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947933107,94793310700015,80.10Z,,,,,,,,,,,sirene,
INVESTIGATION  PROTECTION  SECURITE,,,a contacter,,,,,,,,,,,,securite,,SAINT-JULIEN-LES-METZ,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479716698,47971669800044,80.10Z,,,,,,,,,,,sirene,
INVICTUS SECURITY,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804257954,80425795400078,80.10Z,,,,,,,,,,,sirene,
IP2S INGENIERIE PREVENTION SANTE SECURITE,,,a contacter,,,,,,,,,,,,securite,,VILLEBON-SUR-YVETTE,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512080474,51208047400046,80.20Z,,,,,,,,,,,sirene,
IPG SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,FREJUS,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825298755,82529875500026,80.10Z,,,,,,,,,,,sirene,
IPPON SECURITE,,,a contacter,,,,,,,,,,,,securite,,MEUDON,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420910804,42091080400020,80.10Z,,,,,,,,,,,sirene,
IRIS TELESURVEILLANCE,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433822855,43382285500071,80.20Z,,,,,,,,,,,sirene,
IRON GUARD SECURITY,,,a contacter,,,,,,,,,,,,securite,,VENISSIEUX,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903259307,90325930700010,80.10Z,,,,,,,,,,,sirene,
ISA SECURITE,,,a contacter,,,,,,,,,,,,securite,,ORLY,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837878354,83787835400021,80.10Z,,,,,,,,,,,sirene,
ISI SECURITE MOBILE,,,a contacter,,,,,,,,,,,,securite,,LYON,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751282765,75128276500021,80.10Z,,,,,,,,,,,sirene,
ISS PARTNERS,,,a contacter,,,,,,,,,,,,securite,,CROISSY-BEAUBOURG,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820872562,82087256200039,80.20Z,,,,,,,,,,,sirene,
ISYS SECURITE,,,a contacter,,,,,,,,,,,,securite,,SAINT-LOUIS,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844975615,84497561500015,80.10Z,,,,,,,,,,,sirene,
ITQ SECURITY,,,a contacter,,,,,,,,,,,,securite,,SERRIS,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529603110,52960311000071,80.20Z,,,,,,,,,,,sirene,
IVORY SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,BOISSY-SAINT-LEGER,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832152060,83215206000022,80.10Z,,,,,,,,,,,sirene,
IVOXE,,,a contacter,,,,,,,,,,,,securite,,PONTCARRE,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505056507,50505650700013,80.20Z,,,,,,,,,,,sirene,
IXO,,,a contacter,,,,,,,,,,,,securite,,VENELLES,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331717603,33171760300079,80.10Z,,,,,,,,,,,sirene,
J.M.K. SECURITE,,,a contacter,,,,,,,,,,,,securite,,GRANDVILLIERS,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505260935,50526093500034,80.10Z,,,,,,,,,,,sirene,
J.OPS SECURITE,,,a contacter,,,,,,,,,,,,securite,,ALBERTVILLE,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854044914,85404491400026,80.10Z,,,,,,,,,,,sirene,
JAGUAR KIT SECURITE PROTECTION,,,a contacter,,,,,,,,,,,,securite,,PETIT-BOURG,,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809270135,80927013500068,80.10Z,,,,,,,,,,,sirene,
JAGUAR PROTECTION,,,a contacter,,,,,,,,,,,,securite,,TARBES,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849704192,84970419200020,80.10Z,,,,,,,,,,,sirene,
JAGUAR SECURITE,,,a contacter,,,,,,,,,,,,securite,,SAINT-PAUL,,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852226000,85222600000028,80.10Z,,,,,,,,,,,sirene,
JAGUAR SECURITE,,,a contacter,,,,,,,,,,,,securite,,ROCBARON,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494078645,49407864500020,80.10Z,,,,,,,,,,,sirene,
JDM SECURITE,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893723049,89372304900027,80.10Z,,,,,,,,,,,sirene,
JEAN-FRANCOIS COLOMBIER,,,a contacter,,,,,,,,,,,,securite,,BEAUREGARD,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414777961,41477796100023,80.10Z,,,,,,,,,,,sirene,
JEAN-JACQUES KAYEMBE NTUMBA,,,a contacter,,,,,,,,,,,,securite,,PREVESSIN-MOENS,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438040677,43804067700066,80.10Z,,,,,,,,,,,sirene,
JET GUARDS,,,a contacter,,,,,,,,,,,,securite,,VERSAILLES,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901810903,90181090300020,80.10Z,,,,,,,,,,,sirene,
JET SECURITE,,,a contacter,,,,,,,,,,,,securite,,MONTPELLIER,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753931179,75393117900034,80.20Z,,,,,,,,,,,sirene,
JET1OEIL,,,a contacter,,,,,,,,,,,,securite,,CHEMAUDIN ET VAUX,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914797030,91479703000014,80.20Z,,,,,,,,,,,sirene,
JIDEM SECURITE,,,a contacter,,,,,,,,,,,,securite,,GUENANGE,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451313761,45131376100046,80.10Z,,,,,,,,,,,sirene,
JLP SECURITE,,,a contacter,,,,,,,,,,,,securite,,VILLEFONTAINE,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904348927,90434892700016,80.10Z,,,,,,,,,,,sirene,
JMPSECURITE,,,a contacter,,,,,,,,,,,,securite,,STIRING-WENDEL,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483374872,48337487200040,80.10Z,,,,,,,,,,,sirene,
JOSE COQUERIE (COQUERIE SECURITE PRIVEE),,,a contacter,,,,,,,,,,,,securite,,VERRIE,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428817001,42881700100020,80.10Z,,,,,,,,,,,sirene,
JOSEPH PHASI PHASI,,,a contacter,,,,,,,,,,,,securite,,ROUBAIX,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818223489,81822348900050,80.10Z,,,,,,,,,,,sirene,
JRS SURETE & SECURITE,,,a contacter,,,,,,,,,,,,securite,,VALENCE,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850450628,85045062800050,80.10Z,,,,,,,,,,,sirene,
JUMEIRAH PRESTIGE SECURITY,,,a contacter,,,,,,,,,,,,securite,,GRIMAUD,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883283152,88328315200030,80.10Z,,,,,,,,,,,sirene,
K GUARD,,,a contacter,,,,,,,,,,,,securite,,VILLENOY,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798226593,79822659300043,80.10Z,,,,,,,,,,,sirene,
K-H GLOBAL SECURITY,,,a contacter,,,,,,,,,,,,securite,,TOURCOING,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913954970,91395497000020,80.10Z,,,,,,,,,,,sirene,
K13 SECURITE,,,a contacter,,,,,,,,,,,,securite,,MARSEILLE,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879739233,87973923300028,80.10Z,,,,,,,,,,,sirene,
K9 DETECTION CYNO,,,a contacter,,,,,,,,,,,,securite,,QUINCY-SOUS-SENART,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507800225,50780022500041,80.10Z,,,,,,,,,,,sirene,
KADIF SARL,,,a contacter,,,,,,,,,,,,securite,,VILLEPARISIS,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492312236,49231223600036,80.10Z,,,,,,,,,,,sirene,
KAIZEN SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,ARCUEIL,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819779042,81977904200046,80.10Z,,,,,,,,,,,sirene,
KALAMA SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798951711,79895171100026,80.10Z,,,,,,,,,,,sirene,
KALIMA SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,ARGENTEUIL,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790621239,79062123900025,80.10Z,,,,,,,,,,,sirene,
KAMSUR,,,a contacter,,,,,,,,,,,,securite,,THIAIS,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843759689,84375968900022,80.20Z,,,,,,,,,,,sirene,
KAOUACHI INTERVENTIONS SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,SAINT-PAUL,,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899343123,89934312300027,80.20Z,,,,,,,,,,,sirene,
KAPO SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,CAGNES-SUR-MER,,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811873306,81187330600013,80.10Z,,,,,,,,,,,sirene,
KARA SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,LYON,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792406134,79240613400033,80.10Z,,,,,,,,,,,sirene,
KARPEDI SECURITY,,,a contacter,,,,,,,,,,,,securite,,CORBEIL-ESSONNES,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910926690,91092669000025,80.10Z,,,,,,,,,,,sirene,
KAUDER SECURITY INDUSTRIAL,,,a contacter,,,,,,,,,,,,securite,,SALLANCHES,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383434438,38343443800032,80.20Z,,,,,,,,,,,sirene,
KBS SECURITE SOCIETE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,LYON,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498162643,49816264300023,80.10Z,,,,,,,,,,,sirene,
KD.S SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,LE PRE-SAINT-GERVAIS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831283460,83128346000028,80.10Z,,,,,,,,,,,sirene,
KDRIZONE,,,a contacter,,,,,,,,,,,,securite,,AIXE-SUR-VIENNE,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751694019,75169401900041,80.10Z,,,,,,,,,,,sirene,
KEITH SERVICES,,,a contacter,,,,,,,,,,,,securite,,LYON,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852301134,85230113400015,80.10Z,,,,,,,,,,,sirene,
KEMA SECURITE,,,a contacter,,,,,,,,,,,,securite,,LES LILAS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901057869,90105786900033,80.10Z,,,,,,,,,,,sirene,
KEVLAR PROTECTION,,,a contacter,,,,,,,,,,,,securite,,COLOMIERS,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328201637,32820163700068,80.10Z,,,,,,,,,,,sirene,
KHEOPS SECURITE,,,a contacter,,,,,,,,,,,,securite,,SOORTS-HOSSEGOR,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382308484,38230848400148,80.20Z,,,,,,,,,,,sirene,
KHEOPS SECURITE,,,a contacter,,,,,,,,,,,,securite,,SAINT-NICOLAS-DE-PORT,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798620639,79862063900046,80.10Z,,,,,,,,,,,sirene,
KING SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,SAINT-ANDRE,,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814909594,81490959400032,80.10Z,,,,,,,,,,,sirene,
KING SECURITE SERVICES,,,a contacter,,,,,,,,,,,,securite,,COLOMBES,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811305812,81130581200075,80.10Z,,,,,,,,,,,sirene,
KLENA,,,a contacter,,,,,,,,,,,,securite,,BEAUVAIS,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851911230,85191123000023,80.20Z,,,,,,,,,,,sirene,
KLS EUROPEENNE DE SECURITE,,,a contacter,,,,,,,,,,,,securite,,SCHORBACH,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789044179,78904417900024,80.10Z,,,,,,,,,,,sirene,
KMS SECURITE ET GARDIENNAGE,,,a contacter,,,,,,,,,,,,securite,,TOULOUSE,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829447036,82944703600023,80.10Z,,,,,,,,,,,sirene,
KMS SECURITY,,,a contacter,,,,,,,,,,,,securite,,ROSNY-SOUS-BOIS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829850254,82985025400030,80.10Z,,,,,,,,,,,sirene,
KNIGHT SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819395559,81939555900019,80.10Z,,,,,,,,,,,sirene,
KOB SECURITE,,,a contacter,,,,,,,,,,,,securite,,BONNEUIL-SUR-MARNE,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812615854,81261585400021,80.10Z,,,,,,,,,,,sirene,
KOFF SECURITY,,,a contacter,,,,,,,,,,,,securite,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532503703,53250370300011,80.10Z,,,,,,,,,,,sirene,
KOLIAS SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,BEAUVAIS,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829014141,82901414100016,80.10Z,,,,,,,,,,,sirene,
KOOI SECURITY FRANCE,,,a contacter,,,,,,,,,,,,securite,,LANESTER,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840314231,84031423100027,80.20Z,,,,,,,,,,,sirene,
KORPORATE,,,a contacter,,,,,,,,,,,,securite,,VILLEPINTE,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452317886,45231788600045,80.10Z,,,,,,,,,,,sirene,
KPS SECURITE,,,a contacter,,,,,,,,,,,,securite,,ROSNY-SOUS-BOIS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884254897,88425489700025,80.10Z,,,,,,,,,,,sirene,
KRONOSS SECURITE,,,a contacter,,,,,,,,,,,,securite,,CANNES,,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509941597,50994159700023,80.10Z,,,,,,,,,,,sirene,
KS PROTECTION,,,a contacter,,,,,,,,,,,,securite,,BORDEAUX,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907567226,90756722600028,80.10Z,,,,,,,,,,,sirene,
KS SECURITE,,,a contacter,,,,,,,,,,,,securite,,STRASBOURG,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392479200,39247920000017,80.10Z,,,,,,,,,,,sirene,
KSW SECURITY SECURITE PRIVEE,,,a contacter,,,,,,,,,,,,securite,,AVIGNON,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809562119,80956211900028,80.10Z,,,,,,,,,,,sirene,
L'AGENCE DE PROTECTION,,,a contacter,,,,,,,,,,,,securite,,WADELINCOURT,,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510605454,51060545400030,80.10Z,,,,,,,,,,,sirene,
L'OPALE PICARDE SECURITE,,,a contacter,,,,,,,,,,,,securite,,BERCK,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509002036,50900203600036,80.10Z,,,,,,,,,,,sirene,
LA COMPAGNIE FRANCAISE DES SERVICES,,,a contacter,,,,,,,,,,,,securite,,NOISY-LE-GRAND,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824774533,82477453300031,80.20Z,,,,,,,,,,,sirene,
LA FRANCILIENNE DE SECURITE,,,a contacter,,,,,,,,,,,,securite,,SAINT-DENIS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812840445,81284044500017,80.10Z,,,,,,,,,,,sirene,
LA GUARDIA SECURITY,,,a contacter,,,,,,,,,,,,securite,,SURESNES,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419791496,41979149600104,80.10Z,,,,,,,,,,,sirene,
LA LICORNE ENTREPRISE PRIVEE DE SURVEILLANCE,,,a contacter,,,,,,,,,,,,securite,,REIMS,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485305213,48530521300046,80.10Z,,,,,,,,,,,sirene,
LA SQUADRA SECURITE,,,a contacter,,,,,,,,,,,,securite,,ORSAY,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818092371,81809237100017,80.10Z,,,,,,,,,,,sirene,
LABEL SECURITE,,,a contacter,,,,,,,,,,,,securite,,UXEGNEY,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533700282,53370028200015,80.10Z,,,,,,,,,,,sirene,
