nom,tier,score,statut,date_contact,canal,date_relance,notes,produit,montant_vendu,date_vente,paye,montant_encaisse,commission,statut_livraison,type,libelle,commune,cp,departement,telephone,email,email_status,dirigeant,qualite,raisons,lien_pappers,lien_annuaire,lien_maps,lien_google,lien_linkedin_rech,lien_pagesjaunes,lien_societe,lien_trustpilot,linkedin,domain,effectif,categorie,nb_etablissements_ouverts,nb_etablissements,ca,resultat_net,annee_finances,anciennete,date_creation,nature_juridique,labels,idcc,tva_intra,etat,siren,siret,naf,adresse,latitude,longitude,email_source,email_perso,autres_emails,autres_dirigeants,a_site,web_fait,date_enrichi,source,ville
JDB PAYSAGE,,,a contacter,,,,,,,,,,,,proprete,,PERROS-GUIREC,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879007565,87900756500010,81.30Z,,,,,,,,,,,sirene,
JDC INTERVENTION,,,a contacter,,,,,,,,,,,,proprete,,ROYE,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749843694,74984369400052,81.29B,,,,,,,,,,,sirene,
JDE PAYSAGES,,,a contacter,,,,,,,,,,,,proprete,,SAINT-CLAIR-DE-LA-TOUR,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849079694,84907969400014,81.30Z,,,,,,,,,,,sirene,
JDE SERVICES,,,a contacter,,,,,,,,,,,,proprete,,BORDEAUX,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843263062,84326306200039,81.21Z,,,,,,,,,,,sirene,
JDFH NETTOYAGE,,,a contacter,,,,,,,,,,,,proprete,,COMPIEGNE,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900115775,90011577500026,81.21Z,,,,,,,,,,,sirene,
JDNET,,,a contacter,,,,,,,,,,,,proprete,,QUINCY-VOISINS,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491566196,49156619600045,81.21Z,,,,,,,,,,,sirene,
JDO PAYSAGE,,,a contacter,,,,,,,,,,,,proprete,,BRESSUIRE,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388579864,38857986400017,81.30Z,,,,,,,,,,,sirene,
JDPR,,,a contacter,,,,,,,,,,,,proprete,,BOISSEUIL,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538127572,53812757200047,81.30Z,,,,,,,,,,,sirene,
JE DIS VERT,,,a contacter,,,,,,,,,,,,proprete,,TERNAY,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531361079,53136107900027,81.30Z,,,,,,,,,,,sirene,
JEAN - CLAUDE,,,a contacter,,,,,,,,,,,,proprete,,PONTAULT-COMBAULT,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324193390,32419339000030,81.21Z,,,,,,,,,,,sirene,
JEAN CLAUDE LEFEBVRE,,,a contacter,,,,,,,,,,,,proprete,,JOUY-LE-MOUTIER,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434326930,43432693000022,81.30Z,,,,,,,,,,,sirene,
JEAN CLAUDE VIDOT (JCP CLEAN),,,a contacter,,,,,,,,,,,,proprete,,SAINT-LOUIS,,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528392186,52839218600029,81.21Z,,,,,,,,,,,sirene,
JEAN COMTOIS (JR NETTOYAGE),,,a contacter,,,,,,,,,,,,proprete,,BRAS-PANON,,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442537536,44253753600033,81.21Z,,,,,,,,,,,sirene,
JEAN COROND,,,a contacter,,,,,,,,,,,,proprete,,CUTS,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391307303,39130730300027,81.21Z,,,,,,,,,,,sirene,
JEAN COURRIAN,,,a contacter,,,,,,,,,,,,proprete,,GAILLAN-EN-MEDOC,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394763072,39476307200037,81.22Z,,,,,,,,,,,sirene,
JEAN MARIANNE,,,a contacter,,,,,,,,,,,,proprete,,SAINT-LOUIS,,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479564841,47956484100019,81.21Z,,,,,,,,,,,sirene,
JEAN PFERTZEL (SNJM PROPRETE),,,a contacter,,,,,,,,,,,,proprete,,STUTZHEIM-OFFENHEIM,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423145259,42314525900044,81.21Z,,,,,,,,,,,sirene,
JEAN VITALI (ENTRETIENS VITALI),,,a contacter,,,,,,,,,,,,proprete,,MONTESSON,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330749888,33074988800047,81.22Z,,,,,,,,,,,sirene,
JEAN-DANIEL SEIGNOBOS (SEIGNOBOS - MAINTENANCE),,,a contacter,,,,,,,,,,,,proprete,,CHAMONIX-MONT-BLANC,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491676532,49167653200022,81.21Z,,,,,,,,,,,sirene,
JEAN-FRANCOIS CHATEAU (SUD TERRASSEMENT),,,a contacter,,,,,,,,,,,,proprete,,HYERES,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434126132,43412613200035,81.30Z,,,,,,,,,,,sirene,
JEAN-MICHEL CADIN (LES FEES DU CASTEL),,,a contacter,,,,,,,,,,,,proprete,,CHATEAUGIRON,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825409691,82540969100011,81.21Z,,,,,,,,,,,sirene,
JEANNEAU PAYSAGISTE,,,a contacter,,,,,,,,,,,,proprete,,POITIERS,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414895151,41489515100010,81.30Z,,,,,,,,,,,sirene,
JEANNIERE PAYSAGES,,,a contacter,,,,,,,,,,,,proprete,,LES HERBIERS,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317886190,31788619000014,81.30Z,,,,,,,,,,,sirene,
JEG FORCE,,,a contacter,,,,,,,,,,,,proprete,,AUBERVILLIERS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810646174,81064617400021,81.22Z,,,,,,,,,,,sirene,
JEMYC,,,a contacter,,,,,,,,,,,,proprete,,FOUCHERANS,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850903451,85090345100019,81.21Z,,,,,,,,,,,sirene,
JENOUVRIER ENVIRONNEMENT,,,a contacter,,,,,,,,,,,,proprete,,CHANGE,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813730538,81373053800036,81.30Z,,,,,,,,,,,sirene,
JEREMY HAMACHE (ENTREPRISE HAMACHE),,,a contacter,,,,,,,,,,,,proprete,,VAUGNERAY,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502430655,50243065500048,81.22Z,,,,,,,,,,,sirene,
JEROMES CONCEPT,,,a contacter,,,,,,,,,,,,proprete,,ATTIGNAT,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511418824,51141882400039,81.30Z,,,,,,,,,,,sirene,
JEROMES LES JARDINIERS,,,a contacter,,,,,,,,,,,,proprete,,ATTIGNAT,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852462712,85246271200013,81.30Z,,,,,,,,,,,sirene,
JETO,,,a contacter,,,,,,,,,,,,proprete,,HORBOURG-WIHR,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392715082,39271508200021,81.21Z,,,,,,,,,,,sirene,
JF COMPAGNY,,,a contacter,,,,,,,,,,,,proprete,,FLEURY,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441488780,44148878000012,81.30Z,,,,,,,,,,,sirene,
JF SERVICES,,,a contacter,,,,,,,,,,,,proprete,,FLEURY,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509797841,50979784100012,81.30Z,,,,,,,,,,,sirene,
JFC SERVICES SUD EST,,,a contacter,,,,,,,,,,,,proprete,,SAINT-PRIEST,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538986241,53898624100023,81.21Z,,,,,,,,,,,sirene,
JFM,,,a contacter,,,,,,,,,,,,proprete,,LEVALLOIS-PERRET,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789566965,78956696500024,81.21Z,,,,,,,,,,,sirene,
JG SERVICE PLUS,,,a contacter,,,,,,,,,,,,proprete,,GRENOBLE,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920220498,92022049800025,81.21Z,,,,,,,,,,,sirene,
JG SERVICES,,,a contacter,,,,,,,,,,,,proprete,,NEUILLY-SUR-MARNE,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791246150,79124615000035,81.22Z,,,,,,,,,,,sirene,
JIMPA SERVICES,,,a contacter,,,,,,,,,,,,proprete,,MONTIGNY-LE-BRETONNEUX,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852323765,85232376500028,81.21Z,,,,,,,,,,,sirene,
JL SERVICE,,,a contacter,,,,,,,,,,,,proprete,,SAINT-MAUR-DES-FOSSES,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409293933,40929393300027,81.21Z,,,,,,,,,,,sirene,
JLC A VOTRE SERVICE,,,a contacter,,,,,,,,,,,,proprete,,BLAINVILLE-CREVON,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817631153,81763115300027,81.21Z,,,,,,,,,,,sirene,
JLC PROPRETE,,,a contacter,,,,,,,,,,,,proprete,,BEYNOST,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789855772,78985577200024,81.21Z,,,,,,,,,,,sirene,
JLM PROPRETE,,,a contacter,,,,,,,,,,,,proprete,,CASTELNOU,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844883355,84488335500019,81.21Z,,,,,,,,,,,sirene,
JM PROPRETE,,,a contacter,,,,,,,,,,,,proprete,,CLERIEUX,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823598560,82359856000014,81.21Z,,,,,,,,,,,sirene,
JMA ESPACES VERTS,,,a contacter,,,,,,,,,,,,proprete,,SAINT-EGREVE,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789177052,78917705200022,81.30Z,,,,,,,,,,,sirene,
JMC COTTENTIN PROPRETE NATURE,,,a contacter,,,,,,,,,,,,proprete,,NONANT,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829427467,82942746700024,81.21Z,,,,,,,,,,,sirene,
JMD NETTOYAGE,,,a contacter,,,,,,,,,,,,proprete,,MONTBERON,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890609340,89060934000017,81.21Z,,,,,,,,,,,sirene,
JMNA SERVICES,,,a contacter,,,,,,,,,,,,proprete,,LES CLAYES-SOUS-BOIS,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882580509,88258050900025,81.22Z,,,,,,,,,,,sirene,
JMSH MULTISERVICES SARL,,,a contacter,,,,,,,,,,,,proprete,,LIVRY-GARGAN,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830134847,83013484700029,81.21Z,,,,,,,,,,,sirene,
JNT SERVICES,,,a contacter,,,,,,,,,,,,proprete,,GRENOBLE,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951954270,95195427000017,81.21Z,,,,,,,,,,,sirene,
JO SIMON,,,a contacter,,,,,,,,,,,,proprete,,PLOUDANIEL,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384407300,38440730000035,81.30Z,,,,,,,,,,,sirene,
JOANDEL SERVICE,,,a contacter,,,,,,,,,,,,proprete,,VILLEURBANNE,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380633255,38063325500027,81.21Z,,,,,,,,,,,sirene,
JOANNES PAYSAGE ENVIRONNEMENT,,,a contacter,,,,,,,,,,,,proprete,,ROCHESSON,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507456101,50745610100017,81.30Z,,,,,,,,,,,sirene,
JOAO DA SILVA,,,a contacter,,,,,,,,,,,,proprete,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423510015,42351001500021,81.21Z,,,,,,,,,,,sirene,
JOAO DIAS (PEREIRA DIAS) (NET DE REVE),,,a contacter,,,,,,,,,,,,proprete,,VALLAURIS,,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829374016,82937401600030,81.21Z,,,,,,,,,,,sirene,
JOB'CLEAN,,,a contacter,,,,,,,,,,,,proprete,,CHASSAL-MOLINGES,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450394309,45039430900022,81.21Z,,,,,,,,,,,sirene,
JOCELYN GACE,,,a contacter,,,,,,,,,,,,proprete,,BOUILLANTE,,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384378816,38437881600019,81.30Z,,,,,,,,,,,sirene,
JOIGNEAUX PAYSAGISTE,,,a contacter,,,,,,,,,,,,proprete,,PINSAGUEL,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538293358,53829335800023,81.30Z,,,,,,,,,,,sirene,
JOLIPARC,,,a contacter,,,,,,,,,,,,proprete,,SAINT-LEU-LA-FORET,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393327564,39332756400034,81.30Z,,,,,,,,,,,sirene,
JOLIVET & ROCH SARL,,,a contacter,,,,,,,,,,,,proprete,,SAINT-PIERRE-EN-FAUCIGNY,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839503299,83950329900019,81.21Z,,,,,,,,,,,sirene,
JORDAN PERE & FILS,,,a contacter,,,,,,,,,,,,proprete,,SAINT-CHEF,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434556205,43455620500020,81.30Z,,,,,,,,,,,sirene,
JORGE LOPES (AT PLUS PROPRE),,,a contacter,,,,,,,,,,,,proprete,,SAINT-DENIS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510321219,51032121900022,81.22Z,,,,,,,,,,,sirene,
JOSE LOURENCO,,,a contacter,,,,,,,,,,,,proprete,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428767842,42876784200019,81.21Z,,,,,,,,,,,sirene,
JOSE REIS ESPACES VERTS,,,a contacter,,,,,,,,,,,,proprete,,JOUARS-PONTCHARTRAIN,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448437723,44843772300035,81.30Z,,,,,,,,,,,sirene,
JOSIANE KALIAKOUDAS,,,a contacter,,,,,,,,,,,,proprete,,GRAND-AIGUEBLANCHE,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424699346,42469934600013,81.21Z,,,,,,,,,,,sirene,
JOURDA,,,a contacter,,,,,,,,,,,,proprete,,BRIVES-CHARENSAC,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328834411,32883441100022,81.22Z,,,,,,,,,,,sirene,
JOURDANIERE NATURE,,,a contacter,,,,,,,,,,,,proprete,,LIFFRE,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419244322,41924432200014,81.30Z,,,,,,,,,,,sirene,
JPA SERVICES,,,a contacter,,,,,,,,,,,,proprete,,CHOLET,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844083196,84408319600015,81.21Z,,,,,,,,,,,sirene,
JPM ESPACE VERT,,,a contacter,,,,,,,,,,,,proprete,,SAINT-PIERRE,,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837955590,83795559000026,81.30Z,,,,,,,,,,,sirene,
JR NETT,,,a contacter,,,,,,,,,,,,proprete,,LE TAMPON,,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817566144,81756614400033,81.21Z,,,,,,,,,,,sirene,
JRC-APR,,,a contacter,,,,,,,,,,,,proprete,,MAISONS-ALFORT,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789311222,78931122200051,81.21Z,,,,,,,,,,,sirene,
JS,,,a contacter,,,,,,,,,,,,proprete,,VIRY-CHATILLON,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401516661,40151666100022,81.21Z,,,,,,,,,,,sirene,
JS NET,,,a contacter,,,,,,,,,,,,proprete,,BALBIGNY,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901195594,90119559400048,81.21Z,,,,,,,,,,,sirene,
JSB PAYSAGES,,,a contacter,,,,,,,,,,,,proprete,,COGOLIN,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507660579,50766057900016,81.30Z,,,,,,,,,,,sirene,
JSP PAYSAGE,,,a contacter,,,,,,,,,,,,proprete,,VARENNES-VAUZELLES,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849621313,84962131300014,81.30Z,,,,,,,,,,,sirene,
JT NET,,,a contacter,,,,,,,,,,,,proprete,,CRETEIL,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848548830,84854883000019,81.22Z,,,,,,,,,,,sirene,
JUL' VERT,,,a contacter,,,,,,,,,,,,proprete,,NEUGARTHEIM-ITTLENHEIM,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499267821,49926782100035,81.30Z,,,,,,,,,,,sirene,
JULIEN GONSALVES DE JESUS (GONSALVES PAYSAGES),,,a contacter,,,,,,,,,,,,proprete,,VILLENEUVE,,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522294172,52229417200054,81.30Z,,,,,,,,,,,sirene,
JULIEN NATURE SERVICES,,,a contacter,,,,,,,,,,,,proprete,,PLANCHER-BAS,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825377633,82537763300011,81.30Z,,,,,,,,,,,sirene,
JULIEN PANCHOUT (J.P. NETTOYAGE),,,a contacter,,,,,,,,,,,,proprete,,DOUVAINE,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821444478,82144447800043,81.21Z,,,,,,,,,,,sirene,
JUMO SERVICES,,,a contacter,,,,,,,,,,,,proprete,,GRAND-COURONNE,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821420460,82142046000015,81.21Z,,,,,,,,,,,sirene,
JUNET PAYSAGE,,,a contacter,,,,,,,,,,,,proprete,,VINDRY-SUR-TURDINE,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823394770,82339477000015,81.30Z,,,,,,,,,,,sirene,
JUNIGREEN,,,a contacter,,,,,,,,,,,,proprete,,COURSEGOULES,,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799500749,79950074900038,81.30Z,,,,,,,,,,,sirene,
JURA DOM SERVICES,,,a contacter,,,,,,,,,,,,proprete,,FOUCHERANS,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494540305,49454030500039,81.21Z,,,,,,,,,,,sirene,
JURA NATURA SERVICES,,,a contacter,,,,,,,,,,,,proprete,,ARC-SOUS-CICON,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487440174,48744017400026,81.30Z,,,,,,,,,,,sirene,
JURA PAYSAGISTE,,,a contacter,,,,,,,,,,,,proprete,,CHAMPVANS,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840040950,84004095000015,81.30Z,,,,,,,,,,,sirene,
JVG PAYSAGES,,,a contacter,,,,,,,,,,,,proprete,,SARRALBE,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881503478,88150347800029,81.30Z,,,,,,,,,,,sirene,
JVS,,,a contacter,,,,,,,,,,,,proprete,,REIMS,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403488992,40348899200021,81.21Z,,,,,,,,,,,sirene,
JX NETTOYAGE,,,a contacter,,,,,,,,,,,,proprete,,MONS-EN-BARŒUL,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448898981,44889898100031,81.21Z,,,,,,,,,,,sirene,
JYM'ECLAT,,,a contacter,,,,,,,,,,,,proprete,,LE PUY-EN-VELAY,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423182179,42318217900030,81.21Z,,,,,,,,,,,sirene,
K-NETTOYAGE,,,a contacter,,,,,,,,,,,,proprete,,MARSEILLE 2,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802047142,80204714200038,81.21Z,,,,,,,,,,,sirene,
K. SUNTAR,,,a contacter,,,,,,,,,,,,proprete,,VIRY-CHATILLON,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537526972,53752697200030,81.21Z,,,,,,,,,,,sirene,
K.E.N,,,a contacter,,,,,,,,,,,,proprete,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451504419,45150441900024,81.21Z,,,,,,,,,,,sirene,
K.LITEAM MULTISERVICES,,,a contacter,,,,,,,,,,,,proprete,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917968794,91796879400029,81.22Z,,,,,,,,,,,sirene,
K.TI.CLEAN,,,a contacter,,,,,,,,,,,,proprete,,SARCELLES,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383985009,38398500900026,81.21Z,,,,,,,,,,,sirene,
K1000,,,a contacter,,,,,,,,,,,,proprete,,BOURG-EN-BRESSE,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507960433,50796043300039,81.21Z,,,,,,,,,,,sirene,
K2 1000,,,a contacter,,,,,,,,,,,,proprete,,SAINT-GENIS-POUILLY,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832815450,83281545000024,81.21Z,,,,,,,,,,,sirene,
KA'RENOVJARDINS,,,a contacter,,,,,,,,,,,,proprete,,ROQUEBRUNE-SUR-ARGENS,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432423317,43242331700028,81.30Z,,,,,,,,,,,sirene,
KABI EVENTS,,,a contacter,,,,,,,,,,,,proprete,,VILLEMOMBLE,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922497342,92249734200019,81.22Z,,,,,,,,,,,sirene,
KADENCE PROPRETE,,,a contacter,,,,,,,,,,,,proprete,,VILLENEUVE-D'ASCQ,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980719157,98071915700011,81.21Z,,,,,,,,,,,sirene,
KALI,,,a contacter,,,,,,,,,,,,proprete,,JOINVILLE-LE-PONT,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524935699,52493569900024,81.22Z,,,,,,,,,,,sirene,
KALYS SERVICE PAYSAGE,,,a contacter,,,,,,,,,,,,proprete,,LA TESTE-DE-BUCH,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899244727,89924472700017,81.30Z,,,,,,,,,,,sirene,
KAN NETTOYAGE MAINTENANCE,,,a contacter,,,,,,,,,,,,proprete,,CREUTZWALD,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434705174,43470517400028,81.21Z,,,,,,,,,,,sirene,
KANELYA,,,a contacter,,,,,,,,,,,,proprete,,SAINT-MAUR-DES-FOSSES,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828220954,82822095400030,81.21Z,,,,,,,,,,,sirene,
KAREDEL,,,a contacter,,,,,,,,,,,,proprete,,BLAIN,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851022640,85102264000011,81.21Z,,,,,,,,,,,sirene,
KARIM DEBZA (OX'HYGIENE),,,a contacter,,,,,,,,,,,,proprete,,SETE,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810014746,81001474600046,81.21Z,,,,,,,,,,,sirene,
KARONET,,,a contacter,,,,,,,,,,,,proprete,,LES ANDELYS,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888928074,88892807400010,81.22Z,,,,,,,,,,,sirene,
KARTAL PROPRETE,,,a contacter,,,,,,,,,,,,proprete,,OSTWALD,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878767151,87876715100029,81.21Z,,,,,,,,,,,sirene,
KARU-CLEAN,,,a contacter,,,,,,,,,,,,proprete,,TROIS-RIVIERES,,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809745847,80974584700016,81.22Z,,,,,,,,,,,sirene,
KARUKERA ESPACES VERTS,,,a contacter,,,,,,,,,,,,proprete,,BAIE-MAHAULT,,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914135231,91413523100019,81.30Z,,,,,,,,,,,sirene,
KASSI YESSAD (E.N.N),,,a contacter,,,,,,,,,,,,proprete,,LILLE,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520154253,52015425300063,81.21Z,,,,,,,,,,,sirene,
KASTEX SERVICE,,,a contacter,,,,,,,,,,,,proprete,,MEYENHEIM,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509877247,50987724700031,81.21Z,,,,,,,,,,,sirene,
KATIA CHAMPION (RICHARD),,,a contacter,,,,,,,,,,,,proprete,,ROCHECORBON,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438339772,43833977200024,81.21Z,,,,,,,,,,,sirene,
KAUFFMANN PROSERVICES,,,a contacter,,,,,,,,,,,,proprete,,WINTZENHEIM,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519287577,51928757700034,81.22Z,,,,,,,,,,,sirene,
KAZ PROP,,,a contacter,,,,,,,,,,,,proprete,,LES ABYMES,,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491890547,49189054700038,81.22Z,,,,,,,,,,,sirene,
KAZA-NET-NETTOYAGE,,,a contacter,,,,,,,,,,,,proprete,,AULNAY-SOUS-BOIS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532587847,53258784700031,81.21Z,,,,,,,,,,,sirene,
KD SERV,,,a contacter,,,,,,,,,,,,proprete,,SAINT-DENIS,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921553574,92155357400010,81.22Z,,,,,,,,,,,sirene,
KDIM PROPR'NET,,,a contacter,,,,,,,,,,,,proprete,,NEUILLY-SUR-MARNE,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841068489,84106848900019,81.21Z,,,,,,,,,,,sirene,
KEA PROPRETE,,,a contacter,,,,,,,,,,,,proprete,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947452710,94745271000017,81.21Z,,,,,,,,,,,sirene,
KEEP IT CLEAN,,,a contacter,,,,,,,,,,,,proprete,,FLORANGE,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913060133,91306013300018,81.21Z,,,,,,,,,,,sirene,
KEILER,,,a contacter,,,,,,,,,,,,proprete,,PARIS,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913954350,91395435000017,81.22Z,,,,,,,,,,,sirene,
KELIALOA,,,a contacter,,,,,,,,,,,,proprete,,CAVAN,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915353031,91535303100015,81.30Z,,,,,,,,,,,sirene,
KENTSEL,,,a contacter,,,,,,,,,,,,proprete,,REIMS,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430456715,43045671500050,81.30Z,,,,,,,,,,,sirene,
KER'CONFORT,,,a contacter,,,,,,,,,,,,proprete,,PAIMPOL,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901903930,90190393000013,81.21Z,,,,,,,,,,,sirene,
KERNE,,,a contacter,,,,,,,,,,,,proprete,,QUIMPER,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343315495,34331549500014,81.30Z,,,,,,,,,,,sirene,
KEYAIS,,,a contacter,,,,,,,,,,,,proprete,,LE VAUCLIN,,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883799942,88379994200023,81.22Z,,,,,,,,,,,sirene,
